127.0.0.1 - - [24/Jul/2022:23:14:58 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [24/Jul/2022:23:14:59 +0900] "GET /intrip/ HTTP/1.1" 200 181
0:0:0:0:0:0:0:1 - - [24/Jul/2022:23:14:59 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [24/Jul/2022:23:15:18 +0900] "GET /intrip/login_signup/login HTTP/1.1" 200 4765
0:0:0:0:0:0:0:1 - - [24/Jul/2022:23:15:18 +0900] "GET /intrip/resources/js/login_phj/login.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2022:23:15:18 +0900] "GET /intrip/resources/images/login_phj/kakao_login_medium.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2022:23:15:18 +0900] "GET /intrip/resources/images/login_phj/naver.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2022:23:15:18 +0900] "GET /intrip/resources/css/login_phj/login.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2022:23:15:20 +0900] "GET /intrip/login_signup/find_id_page HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [24/Jul/2022:23:15:25 +0900] "GET /intrip/login_signup/find_id HTTP/1.1" 200 3162
0:0:0:0:0:0:0:1 - - [24/Jul/2022:23:15:25 +0900] "GET /intrip/resources/css/search_kjh/idSearch.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Jul/2022:23:15:35 +0900] "POST /intrip/login_signup/find_id HTTP/1.1" 200 832
0:0:0:0:0:0:0:1 - - [24/Jul/2022:23:15:36 +0900] "GET /intrip/login_signup/find_id HTTP/1.1" 200 3162
0:0:0:0:0:0:0:1 - - [24/Jul/2022:23:15:37 +0900] "GET /intrip/mailCheck?email=kimjinmin12@naver.com HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [24/Jul/2022:23:30:22 +0900] "GET /intrip/login_signup/find_id HTTP/1.1" 200 3127
0:0:0:0:0:0:0:1 - - [24/Jul/2022:23:30:23 +0900] "POST /intrip/login_signup/find_id HTTP/1.1" 200 3325
0:0:0:0:0:0:0:1 - - [24/Jul/2022:23:30:26 +0900] "POST /intrip/login_signup/find_id HTTP/1.1" 200 3325
0:0:0:0:0:0:0:1 - - [24/Jul/2022:23:30:27 +0900] "POST /intrip/login_signup/find_id HTTP/1.1" 200 3325
